NTP Timestamp (ms),Arduino Timestamp (ms),Frequency (Hz)
2025-04-23 23:37:35.063,20860,50.1100
2025-04-23 23:37:35.085,20880,50.1000
2025-04-23 23:37:35.111,20900,50.1000
2025-04-23 23:37:35.126,20920,50.1000
2025-04-23 23:37:35.147,20940,50.1100
2025-04-23 23:37:35.169,20960,50.1200
2025-04-23 23:37:35.186,20980,50.1000
2025-04-23 23:37:35.210,21000,50.1100
2025-04-23 23:37:35.230,21020,50.1000
2025-04-23 23:37:35.248,21040,50.1100
2025-04-23 23:37:35.264,21060,50.1100
2025-04-23 23:37:35.287,21080,50.1100
2025-04-23 23:37:35.309,21100,50.1000
2025-04-23 23:37:35.315,21120,50.1000
2025-04-23 23:37:35.346,21140,50.1100
2025-04-23 23:37:35.363,21160,50.1100
2025-04-23 23:37:35.389,21180,50.1100
2025-04-23 23:37:35.408,21200,50.1100
2025-04-23 23:37:35.430,21220,50.0900
2025-04-23 23:37:35.450,21240,50.1100
2025-04-23 23:37:35.467,21260,50.1100
2025-04-23 23:37:35.484,21280,50.1100
2025-04-23 23:37:35.509,21300,50.1000
2025-04-23 23:37:35.530,21320,50.1100
2025-04-23 23:37:35.547,21340,50.1000
2025-04-23 23:37:35.570,21360,50.1100
2025-04-23 23:37:35.586,21380,50.1100
2025-04-23 23:37:35.610,21400,50.1100
2025-04-23 23:37:35.626,21420,50.1000
2025-04-23 23:37:35.647,21440,50.1100
2025-04-23 23:37:35.730,21520,50.1100
2025-04-23 23:37:35.746,21540,50.1000
2025-04-23 23:37:35.764,21560,50.1000
2025-04-23 23:37:35.789,21580,50.1100
2025-04-23 23:37:35.809,21600,50.1100
2025-04-23 23:37:35.829,21620,50.1100
2025-04-23 23:37:35.847,21640,50.1000
2025-04-23 23:37:35.870,21660,50.1100
2025-04-23 23:37:35.887,21680,50.1000
2025-04-23 23:37:35.903,21700,50.1100
2025-04-23 23:37:35.930,21720,50.1100
2025-04-23 23:37:35.951,21740,50.1100
2025-04-23 23:37:35.962,21760,50.1100
2025-04-23 23:37:35.989,21780,50.1000
2025-04-23 23:37:36.007,21800,50.1000
2025-04-23 23:37:36.028,21820,50.1200
2025-04-23 23:37:36.046,21840,50.1100
2025-04-23 23:37:36.070,21860,50.1000
2025-04-23 23:37:36.086,21880,50.1100
2025-04-23 23:37:36.109,21900,50.0900
2025-04-23 23:37:36.130,21920,50.1200
2025-04-23 23:37:36.148,21940,50.1100
2025-04-23 23:37:36.164,21960,50.1100
2025-04-23 23:37:36.187,21980,50.1000
2025-04-23 23:37:36.209,22000,50.1000
2025-04-23 23:37:36.229,22020,50.1000
2025-04-23 23:37:36.248,22040,50.1200
2025-04-23 23:37:36.262,22060,50.1100
2025-04-23 23:37:36.301,22080,50.1100
2025-04-23 23:37:36.309,22100,50.1000
2025-04-23 23:37:36.327,22120,50.1000
2025-04-23 23:37:36.345,22140,50.1200
